"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step oracle",0.2,2500,1000,6,10,0.0219702442930849,NA,NA
"glmnet",0.2,2500,1000,6,10,0.0458242971621127,1,0
"two-step",0.2,2500,1000,70,10,0.0440606943032214,1,0.00808080808080808
"two-step+Adaptive Lasso",0.2,2500,1000,70,10,0.0468548877656206,1,0
"two-step oracle",0.2,2500,1000,70,10,0.042648220416149,NA,NA
"glmnet",0.2,2500,1000,70,10,0.0490412236499902,1,0
"two-step",0.2,2500,1000,71,10,0.0549500846368627,1,0.0282828282828283
"two-step+Adaptive Lasso",0.2,2500,1000,71,10,0.0340231873561293,1,0
"two-step oracle",0.2,2500,1000,71,10,0.0247821050185564,NA,NA
"glmnet",0.2,2500,1000,71,10,0.0520802322867134,1,0
"two-step",0.2,2500,1000,72,10,0.0441864615507093,1,0.00606060606060606
"two-step+Adaptive Lasso",0.2,2500,1000,72,10,0.038380918719373,1,0
"two-step oracle",0.2,2500,1000,72,10,0.0194662952884323,NA,NA
"glmnet",0.2,2500,1000,72,10,0.0436155901849116,1,0
"two-step",0.2,2500,1000,73,10,0.0616725134135568,1,0.0323232323232323
"two-step+Adaptive Lasso",0.2,2500,1000,73,10,0.0470102975075968,1,0
"two-step oracle",0.2,2500,1000,73,10,0.0225654676428862,NA,NA
"glmnet",0.2,2500,1000,73,10,0.0484188784513123,1,0
"two-step",0.2,2500,1000,74,10,0.046940778782268,1,0.0131313131313131
"two-step+Adaptive Lasso",0.2,2500,1000,74,10,0.0564404756771165,1,0
"two-step oracle",0.2,2500,1000,74,10,0.0315917171848046,NA,NA
"glmnet",0.2,2500,1000,74,10,0.040470930809083,1,0
"two-step",0.2,2500,1000,75,10,0.0459106938589101,1,0.00505050505050505
"two-step+Adaptive Lasso",0.2,2500,1000,75,10,0.0384568386778317,1,0
"two-step oracle",0.2,2500,1000,75,10,0.0162265563833896,NA,NA
"glmnet",0.2,2500,1000,75,10,0.0409069149883685,1,0
"two-step",0.2,2500,1000,76,10,0.0444961989428554,1,0.00404040404040404
"two-step+Adaptive Lasso",0.2,2500,1000,76,10,0.0309879753490805,1,0
"two-step oracle",0.2,2500,1000,76,10,0.0240754766692803,NA,NA
"glmnet",0.2,2500,1000,76,10,0.0528169162674263,1,0
"two-step",0.2,2500,1000,77,10,0.0468861791146868,1,0.00505050505050505
"two-step+Adaptive Lasso",0.2,2500,1000,77,10,0.0537945635604453,1,0
"two-step oracle",0.2,2500,1000,77,10,0.0411355207880787,NA,NA
"glmnet",0.2,2500,1000,77,10,0.055995750965291,1,0
"two-step",0.2,2500,1000,78,10,0.046379947850753,1,0.00505050505050505
"two-step+Adaptive Lasso",0.2,2500,1000,78,10,0.0442118265655827,1,0
"two-step oracle",0.2,2500,1000,78,10,0.0192387800790084,NA,NA
"glmnet",0.2,2500,1000,78,10,0.0359187908211534,1,0
"two-step",0.2,2500,1000,7,10,0.0458613338566172,1,0.0202020202020202
"two-step+Adaptive Lasso",0.2,2500,1000,7,10,0.0309386769755577,1,0
"two-step oracle",0.2,2500,1000,7,10,0.0181279931298636,NA,NA
"glmnet",0.2,2500,1000,7,10,0.0447753811428706,1,0
"two-step",0.2,2500,1000,80,10,0.0551293307393672,1,0.0101010101010101
"two-step+Adaptive Lasso",0.2,2500,1000,80,10,0.0481461324136949,1,0
"two-step oracle",0.2,2500,1000,80,10,0.0262928523708082,NA,NA
"glmnet",0.2,2500,1000,80,10,0.0480440055068765,1,0
"two-step",0.2,2500,1000,81,10,0.0527808370550756,1,0.00404040404040404
"two-step+Adaptive Lasso",0.2,2500,1000,81,10,0.0496528194528038,1,0
"two-step oracle",0.2,2500,1000,81,10,0.0310482342622009,NA,NA
"glmnet",0.2,2500,1000,81,10,0.0550585005694399,1,0
"two-step",0.2,2500,1000,82,10,0.0576770824316063,1,0.0141414141414141
"two-step+Adaptive Lasso",0.2,2500,1000,82,10,0.053439616305801,1,0
"two-step oracle",0.2,2500,1000,82,10,0.0358172845106269,NA,NA
"glmnet",0.2,2500,1000,82,10,0.0532217785417888,1,0
"two-step",0.2,2500,1000,83,10,0.0575285200327182,1,0.00202020202020202
"two-step+Adaptive Lasso",0.2,2500,1000,83,10,0.0685096573754126,1,0
"two-step oracle",0.2,2500,1000,83,10,0.0331202123962514,NA,NA
"glmnet",0.2,2500,1000,83,10,0.0479827119400704,1,0
"two-step",0.2,2500,1000,89,10,0.0671608550684548,1,0.00505050505050505
"two-step+Adaptive Lasso",0.2,2500,1000,89,10,0.0649383646755562,1,0
"two-step oracle",0.2,2500,1000,89,10,0.0468812228445196,NA,NA
"glmnet",0.2,2500,1000,89,10,0.0607985339076087,1,0
"two-step",0.2,2500,1000,8,10,0.0497291113948258,1,0.0202020202020202
"two-step+Adaptive Lasso",0.2,2500,1000,8,10,0.035140474765304,1,0
"two-step oracle",0.2,2500,1000,8,10,0.0266656951079376,NA,NA
"glmnet",0.2,2500,1000,8,10,0.0486208660801625,1,0
"two-step",0.2,2500,1000,90,10,0.0608072330108778,1,0.0232323232323232
"two-step+Adaptive Lasso",0.2,2500,1000,90,10,0.0548679229051134,1,0
"two-step oracle",0.2,2500,1000,90,10,0.0528753493464855,NA,NA
"glmnet",0.2,2500,1000,90,10,0.0646066636374534,1,0
"two-step",0.2,2500,1000,92,10,0.0403864539454624,1,0.00101010101010101
"two-step+Adaptive Lasso",0.2,2500,1000,92,10,0.0393897176085228,1,0
"two-step oracle",0.2,2500,1000,92,10,0.027465778289374,NA,NA
"glmnet",0.2,2500,1000,92,10,0.044559277855619,1,0
"two-step",0.2,2500,1000,95,10,0.0617208436836255,1,0.0151515151515152
"two-step+Adaptive Lasso",0.2,2500,1000,95,10,0.0655197946308796,1,0
"two-step oracle",0.2,2500,1000,95,10,0.0366483710692159,NA,NA
"glmnet",0.2,2500,1000,95,10,0.0422196102248921,1,0
"two-step",0.2,2500,1000,97,10,0.0321707277212041,1,0.00606060606060606
"two-step+Adaptive Lasso",0.2,2500,1000,97,10,0.0313018145246159,1,0
"two-step oracle",0.2,2500,1000,97,10,0.0364153430528586,NA,NA
"glmnet",0.2,2500,1000,97,10,0.0580067175281819,1,0
"two-step",0.2,2500,1000,98,10,0.0553306574602415,1,0.00909090909090909
"two-step+Adaptive Lasso",0.2,2500,1000,98,10,0.0397983778248286,1,0
"two-step oracle",0.2,2500,1000,98,10,0.0271304595008607,NA,NA
"glmnet",0.2,2500,1000,98,10,0.0549533911059894,1,0
"two-step",0.2,2500,1000,99,10,0.0756305018696747,1,0.0262626262626263
"two-step+Adaptive Lasso",0.2,2500,1000,99,10,0.0687651953314539,1,0
"two-step oracle",0.2,2500,1000,99,10,0.0333814999402488,NA,NA
"glmnet",0.2,2500,1000,99,10,0.0501261577972322,1,0
"two-step",0.2,2500,1000,9,10,0.0540458967552385,1,0.0101010101010101
"two-step+Adaptive Lasso",0.2,2500,1000,9,10,0.0550440599028258,1,0
"two-step oracle",0.2,2500,1000,9,10,0.0396922926082597,NA,NA
"glmnet",0.2,2500,1000,9,10,0.0490971152720161,1,0
"two-step",0.1,3000,1000,100,10,0.0812012870290886,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,3000,1000,100,10,0.274132596505177,1,0.0151515151515152
"two-step oracle",0.1,3000,1000,100,10,0.0218454324142648,NA,NA
"glmnet",0.1,3000,1000,100,10,0.0506608160377528,1,0
"two-step",0.1,3000,1000,101,10,0.0626761091023925,1,0.0101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,101,10,0.110604400316136,1,0
"two-step oracle",0.1,3000,1000,101,10,0.0249970987394896,NA,NA
"glmnet",0.1,3000,1000,101,10,0.0340279628971511,1,0.00101010101010101
"two-step",0.1,3000,1000,102,10,0.070950602561233,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,102,10,0.103280859269752,1,0
"two-step oracle",0.1,3000,1000,102,10,0.0443085952775881,NA,NA
"glmnet",0.1,3000,1000,102,10,0.0552904452015531,1,0
"two-step",0.1,3000,1000,103,10,0.0443193003626884,1,0.00101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,103,10,0.0598231551483259,1,0
"two-step oracle",0.1,3000,1000,103,10,0.0181512978114495,NA,NA
"glmnet",0.1,3000,1000,103,10,0.0461482386714253,1,0
"two-step",0.1,3000,1000,104,10,0.0763565297440916,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,3000,1000,104,10,0.288457898282457,1,0.0202020202020202
"two-step oracle",0.1,3000,1000,104,10,0.0257687608254413,NA,NA
"glmnet",0.1,3000,1000,104,10,0.0394453105251347,1,0
"two-step",0.1,3000,1000,105,10,0.0641385505412895,1,0.0101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,105,10,0.220390882569956,1,0.00909090909090909
"two-step oracle",0.1,3000,1000,105,10,0.0179583411434664,NA,NA
"glmnet",0.1,3000,1000,105,10,0.0394786145939586,1,0
"two-step",0.1,3000,1000,108,10,0.13214243226565,1,0.0414141414141414
"two-step+Adaptive Lasso",0.1,3000,1000,108,10,0.375072417908019,1,0.0383838383838384
"two-step oracle",0.1,3000,1000,108,10,0.0317221495149856,NA,NA
"glmnet",0.1,3000,1000,108,10,0.0463753403368332,1,0
"two-step",0.1,3000,1000,10,10,0.0984942526112715,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,10,10,0.116774837386836,1,0
"two-step oracle",0.1,3000,1000,10,10,0.0289237215970287,NA,NA
"glmnet",0.1,3000,1000,10,10,0.051124263089825,1,0
"two-step",0.1,3000,1000,114,10,0.0651795931211888,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,114,10,0.227532388718533,1,0.00909090909090909
"two-step oracle",0.1,3000,1000,114,10,0.0253927259263016,NA,NA
"glmnet",0.1,3000,1000,114,10,0.0413960765261558,1,0
"two-step",0.1,3000,1000,119,10,0.036461092414896,1,0.00101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,119,10,0.0606260761560004,1,0
"two-step oracle",0.1,3000,1000,119,10,0.0346132324394127,NA,NA
"glmnet",0.1,3000,1000,119,10,0.052225302519167,1,0
"two-step",0.1,3000,1000,11,10,0.0835284675401506,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,11,10,0.108538415254792,1,0
"two-step oracle",0.1,3000,1000,11,10,0.0271393272712969,NA,NA
"glmnet",0.1,3000,1000,11,10,0.0398659214072924,1,0
"two-step",0.1,3000,1000,121,10,0.0636829783110561,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,121,10,0.100094426596807,1,0
"two-step oracle",0.1,3000,1000,121,10,0.0195568585672097,NA,NA
"glmnet",0.1,3000,1000,121,10,0.0369593441150334,1,0
"two-step",0.1,3000,1000,122,10,0.0601348507791056,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,3000,1000,122,10,0.227710794895346,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,122,10,0.0263591904592758,NA,NA
"glmnet",0.1,3000,1000,122,10,0.0470090824842443,1,0.00101010101010101
"two-step",0.1,3000,1000,124,10,0.0678651444565024,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,124,10,0.0986699052132056,1,0
"two-step oracle",0.1,3000,1000,124,10,0.0302119922555485,NA,NA
"glmnet",0.1,3000,1000,124,10,0.0421512344489897,1,0
"two-step",0.1,3000,1000,125,10,0.0706957173137867,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,125,10,0.0891042408474079,1,0
"two-step oracle",0.1,3000,1000,125,10,0.0263632146087835,NA,NA
"glmnet",0.1,3000,1000,125,10,0.0507653331753551,1,0
"two-step",0.1,3000,1000,126,10,0.0665682309825598,1,0.00707070707070707
"two-step+Adaptive Lasso",0.1,3000,1000,126,10,0.0653374147135388,1,0
"two-step oracle",0.1,3000,1000,126,10,0.0340642088709995,NA,NA
"glmnet",0.1,3000,1000,126,10,0.0550942773844571,1,0
"two-step",0.1,3000,1000,127,10,0.0953894737774819,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,127,10,0.114523890088173,1,0
"two-step oracle",0.1,3000,1000,127,10,0.0342501874359352,NA,NA
"glmnet",0.1,3000,1000,127,10,0.0442602432731803,1,0
"two-step",0.1,3000,1000,129,10,0.0574378294311044,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,129,10,0.107191537136329,1,0
"two-step oracle",0.1,3000,1000,129,10,0.0254735608833296,NA,NA
"glmnet",0.1,3000,1000,129,10,0.0385710011808508,1,0
"two-step",0.1,3000,1000,12,10,0.0597375150412755,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,12,10,0.200260139449562,1,0.00707070707070707
"two-step oracle",0.1,3000,1000,12,10,0.0264646770855857,NA,NA
"glmnet",0.1,3000,1000,12,10,0.0391243279652793,1,0
"two-step",0.1,3000,1000,130,10,0.0700896111588782,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,130,10,0.22364261176456,1,0.00505050505050505
"two-step oracle",0.1,3000,1000,130,10,0.0297077443613163,NA,NA
"glmnet",0.1,3000,1000,130,10,0.0437218325117209,1,0
"two-step",0.1,3000,1000,133,10,0.0644211492990163,1,0.00101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,133,10,0.0716359985265897,1,0
"two-step oracle",0.1,3000,1000,133,10,0.0349114258900829,NA,NA
"glmnet",0.1,3000,1000,133,10,0.0560111018314098,1,0
"two-step",0.1,3000,1000,136,10,0.0565801461074375,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,136,10,0.0894904121321074,1,0
"two-step oracle",0.1,3000,1000,136,10,0.0245120867561991,NA,NA
"glmnet",0.1,3000,1000,136,10,0.040543569566717,1,0
"two-step",0.1,3000,1000,138,10,0.0619983129207834,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,3000,1000,138,10,0.218770614182351,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,138,10,0.0351387431433037,NA,NA
"glmnet",0.1,3000,1000,138,10,0.0576889303650012,1,0
"two-step",0.1,3000,1000,13,10,0.0704703646632691,1,0.0151515151515152
"two-step+Adaptive Lasso",0.1,3000,1000,13,10,0.235125946760449,1,0.0111111111111111
"two-step oracle",0.1,3000,1000,13,10,0.026745337507978,NA,NA
"glmnet",0.1,3000,1000,13,10,0.044968832712282,1,0
"two-step",0.1,3000,1000,144,10,0.0610138683736132,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,144,10,0.0956258901647639,1,0
"two-step oracle",0.1,3000,1000,144,10,0.0225882794201749,NA,NA
"glmnet",0.1,3000,1000,144,10,0.0494474477317196,1,0
"two-step",0.1,3000,1000,145,10,0.0511546552094442,1,0.00808080808080808
"two-step+Adaptive Lasso",0.1,3000,1000,145,10,0.0841937753865753,1,0
"two-step oracle",0.1,3000,1000,145,10,0.0269623687979309,NA,NA
"glmnet",0.1,3000,1000,145,10,0.0429864689720276,1,0
"two-step",0.1,3000,1000,146,10,0.0470016906797722,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,146,10,0.0606259751890264,1,0
"two-step oracle",0.1,3000,1000,146,10,0.023148316595074,NA,NA
"glmnet",0.1,3000,1000,146,10,0.0505353646349584,1,0
"two-step",0.1,3000,1000,147,10,0.057432401593539,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,147,10,0.0946556464360078,1,0
"two-step oracle",0.1,3000,1000,147,10,0.0249617645866014,NA,NA
"glmnet",0.1,3000,1000,147,10,0.0370878180667499,1,0
"two-step",0.1,3000,1000,148,10,0.0836359806624416,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,148,10,0.112860951570792,1,0
"two-step oracle",0.1,3000,1000,148,10,0.0122063887153457,NA,NA
"glmnet",0.1,3000,1000,148,10,0.0399759840181729,1,0
"two-step",0.1,3000,1000,149,10,0.0856644715546309,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,149,10,0.212372203884301,1,0.00505050505050505
"two-step oracle",0.1,3000,1000,149,10,0.0155384169986236,NA,NA
"glmnet",0.1,3000,1000,149,10,0.0371658886168357,1,0
"two-step",0.1,3000,1000,14,10,0.0785355692677444,1,0.0232323232323232
"two-step+Adaptive Lasso",0.1,3000,1000,14,10,0.295963908907683,1,0.0232323232323232
"two-step oracle",0.1,3000,1000,14,10,0.0271101105684527,NA,NA
"glmnet",0.1,3000,1000,14,10,0.0482424512853531,1,0
"two-step",0.1,3000,1000,150,10,0.0610792756561369,1,0.0101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,150,10,0.1990376162822,1,0.00909090909090909
"two-step oracle",0.1,3000,1000,150,10,0.0239310581444806,NA,NA
"glmnet",0.1,3000,1000,150,10,0.037769905561785,1,0
"two-step",0.1,3000,1000,151,10,0.0809469564518886,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,151,10,0.290342333307813,1,0.0181818181818182
"two-step oracle",0.1,3000,1000,151,10,0.0329913452295387,NA,NA
"glmnet",0.1,3000,1000,151,10,0.0464213646482265,1,0
"two-step",0.1,3000,1000,152,10,0.0741984024324559,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,3000,1000,152,10,0.276213697292509,1,0.0212121212121212
"two-step oracle",0.1,3000,1000,152,10,0.0198020825115379,NA,NA
"glmnet",0.1,3000,1000,152,10,0.0513406792826093,1,0
"two-step",0.1,3000,1000,153,10,0.0580836386531194,1,0.0131313131313131
"two-step+Adaptive Lasso",0.1,3000,1000,153,10,0.241798945142284,1,0.0121212121212121
"two-step oracle",0.1,3000,1000,153,10,0.0257822217841876,NA,NA
"glmnet",0.1,3000,1000,153,10,0.0461076488778725,1,0
"two-step",0.1,3000,1000,154,10,0.0961940035263484,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,154,10,0.081283101985606,1,0
"two-step oracle",0.1,3000,1000,154,10,0.0292888056102973,NA,NA
"glmnet",0.1,3000,1000,154,10,0.0520151248557943,1,0
"two-step",0.1,3000,1000,155,10,0.0429881752423775,1,0
"two-step+Adaptive Lasso",0.1,3000,1000,155,10,0.0788056267322357,1,0
"two-step oracle",0.1,3000,1000,155,10,0.0316643884855545,NA,NA
"glmnet",0.1,3000,1000,155,10,0.0602014867289323,1,0
"two-step",0.1,3000,1000,156,10,0.0454111121974775,1,0.00303030303030303
"two-step+Adaptive Lasso",0.1,3000,1000,156,10,0.0800381149835106,1,0
"two-step oracle",0.1,3000,1000,156,10,0.0148722793528332,NA,NA
"glmnet",0.1,3000,1000,156,10,0.0332124864589077,1,0
"two-step",0.1,3000,1000,157,10,0.0563407302312877,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,157,10,0.0862132908524725,1,0
"two-step oracle",0.1,3000,1000,157,10,0.0311275596615515,NA,NA
"glmnet",0.1,3000,1000,157,10,0.0454657760968387,1,0
"two-step",0.1,3000,1000,158,10,0.0593369130304883,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,158,10,0.201370564197591,1,0.00808080808080808
"two-step oracle",0.1,3000,1000,158,10,0.0234935471078115,NA,NA
"glmnet",0.1,3000,1000,158,10,0.0501949082071333,1,0
"two-step",0.1,3000,1000,159,10,0.057719023468971,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,159,10,0.175784694532214,1,0.00303030303030303
"two-step oracle",0.1,3000,1000,159,10,0.0371283907653049,NA,NA
"glmnet",0.1,3000,1000,159,10,0.0509294717966239,1,0
"two-step",0.1,3000,1000,15,10,0.0652054342001376,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,3000,1000,15,10,0.18947791252058,1,0.00707070707070707
"two-step oracle",0.1,3000,1000,15,10,0.0349281138819049,NA,NA
"glmnet",0.1,3000,1000,15,10,0.0535037557210899,1,0
"two-step",0.1,3000,1000,160,10,0.0690310952363648,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,3000,1000,160,10,0.249955810507181,1,0.0131313131313131
"two-step oracle",0.1,3000,1000,160,10,0.0241902794592782,NA,NA
"glmnet",0.1,3000,1000,160,10,0.0427733917818385,1,0
"two-step",0.1,3000,1000,161,10,0.0676388327935667,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,161,10,0.109832392743002,1,0.00101010101010101
"two-step oracle",0.1,3000,1000,161,10,0.0240619339301928,NA,NA
"glmnet",0.1,3000,1000,161,10,0.0490315151962585,1,0
"two-step",0.1,3000,1000,162,10,0.0730444098956276,1,0.00707070707070707
"two-step+Adaptive Lasso",0.1,3000,1000,162,10,0.0730160060475819,1,0
"two-step oracle",0.1,3000,1000,162,10,0.0412406468645877,NA,NA
"glmnet",0.1,3000,1000,162,10,0.0607541238360631,1,0
"two-step",0.1,3000,1000,163,10,0.0658744742050865,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,163,10,0.105611911411138,1,0
"two-step oracle",0.1,3000,1000,163,10,0.0262176470998521,NA,NA
"glmnet",0.1,3000,1000,163,10,0.0444889254053522,1,0
"two-step",0.1,3000,1000,164,10,0.0539464641109696,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,164,10,0.0691796201109201,1,0
"two-step oracle",0.1,3000,1000,164,10,0.0206698745028421,NA,NA
"glmnet",0.1,3000,1000,164,10,0.0449085722462423,1,0
"two-step",0.1,3000,1000,165,10,0.130313545098443,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,165,10,0.160521371783401,1,0
"two-step oracle",0.1,3000,1000,165,10,0.0280430706292518,NA,NA
"glmnet",0.1,3000,1000,165,10,0.0421050830236903,1,0
"two-step",0.1,3000,1000,166,10,0.0408807217638444,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,3000,1000,166,10,0.0738182771741342,1,0
"two-step oracle",0.1,3000,1000,166,10,0.0124013211518348,NA,NA
"glmnet",0.1,3000,1000,166,10,0.0310071111775525,1,0
"two-step",0.1,3000,1000,167,10,0.0602602623048462,1,0.00101010101010101
"two-step+Adaptive Lasso",0.1,3000,1000,167,10,0.107109123644816,1,0
"two-step oracle",0.1,3000,1000,167,10,0.0366937259696496,NA,NA
"glmnet",0.1,3000,1000,167,10,0.0564227179341254,1,0
"two-step",0.1,3000,1000,168,10,0.0563900354016895,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,168,10,0.0981411873142581,1,0
"two-step oracle",0.1,3000,1000,168,10,0.0174752719967357,NA,NA
"glmnet",0.1,3000,1000,168,10,0.0464760890138695,1,0
"two-step",0.1,3000,1000,169,10,0.0440864945130106,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,169,10,0.0819385085066722,1,0
"two-step oracle",0.1,3000,1000,169,10,0.0192623802646191,NA,NA
"glmnet",0.1,3000,1000,169,10,0.0434658263477828,1,0
"two-step",0.1,3000,1000,16,10,0.0655858772844288,1,0.00606060606060606
"two-step+Adaptive Lasso",0.1,3000,1000,16,10,0.212654178522351,1,0.00606060606060606
"two-step oracle",0.1,3000,1000,16,10,0.0208393737320533,NA,NA
"glmnet",0.1,3000,1000,16,10,0.040108480791653,1,0
"two-step",0.1,3000,1000,171,10,0.101946587575874,1,0.00404040404040404
"two-step+Adaptive Lasso",0.1,3000,1000,171,10,0.125781624934058,1,0
"two-step oracle",0.1,3000,1000,171,10,0.0380229016121511,NA,NA
"glmnet",0.1,3000,1000,171,10,0.0528392022942147,1,0
"two-step",0.1,3000,1000,172,10,0.070047876458124,1,0.0212121212121212
"two-step+Adaptive Lasso",0.1,3000,1000,172,10,0.269511245941772,1,0.0191919191919192
"two-step oracle",0.1,3000,1000,172,10,0.0321052987477588,NA,NA
"glmnet",0.1,3000,1000,172,10,0.0535586509176432,1,0
"two-step",0.1,3000,1000,173,10,0.0754858798726257,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,173,10,0.0963011612939579,1,0
"two-step oracle",0.1,3000,1000,173,10,0.0353744200521583,NA,NA
"glmnet",0.1,3000,1000,173,10,0.0516719173658506,1,0
"two-step",0.1,3000,1000,174,10,0.0376330265768815,1,0.00202020202020202
"two-step+Adaptive Lasso",0.1,3000,1000,174,10,0.0530229590409923,1,0
"two-step oracle",0.1,3000,1000,174,10,0.0236139253998988,NA,NA
"glmnet",0.1,3000,1000,174,10,0.0442904472904016,1,0
